data_point_id,source_paper,source_doi,feedstock_type,feedstock_category,feedstock_cellulose_pct,feedstock_hemicellulose_pct,feedstock_lignin_pct,feedstock_moisture_pct,feedstock_ash_pct,pyrolysis_temp_C,heating_rate_C_min,residence_time_h,pyrolysis_atmosphere,BET_surface_area_m2g,total_pore_volume_cm3g,micropore_volume_cm3g,mesopore_volume_cm3g,avg_pore_diameter_nm,C_pct,H_pct,N_pct,O_pct,H_C_molar_ratio,O_C_molar_ratio,pH,modification_type,Fe_loading_pct,modification_concentration_M,Qmax_Pb2_mg_g,Qmax_Cd2_mg_g,Qmax_Cr6_mg_g,Qmax_As3_mg_g,CO2_capacity_mmol_g,solution_pH,adsorbent_dosage_g_L,initial_metal_conc_mg_L,contact_time_h,temperature_C
DP-0597,Ma_2023,10.1016/j.seppur.2022.122521,Oak wood,Woody,28.4,24.6,20.6,6.2,2.1,650,5,2.0,N2,395.2,0.2098,0.0756,0.1342,2.1,66.7,3.8,0.97,26.4,0.684,0.297,10.5,N-doping,0.0,1.95,111.9,111.7,31.8,84.6,2.77,6.5,2.0,20,2,30
DP-0598,Long_2024,10.1016/j.chemosphere.2024.141584,Sugarcane bagasse,Agricultural,43.2,28.4,17.4,10.5,12.6,750,15,2.0,N2,424.3,0.2149,0.1405,0.0744,2.0,69.7,3.1,1.03,13.6,0.534,0.146,10.9,Acid-treatment,0.0,1.27,87.7,82.1,53.4,53.8,3.3,6.0,5.0,10,2,30
DP-0599,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Coconut shell,Woody,36.8,22.7,28.4,11.5,6.9,400,20,1.0,N2,240.5,0.1521,0.0355,0.1166,2.5,67.3,5.7,1.02,19.1,1.016,0.213,8.5,None,0.0,0.0,108.5,78.9,25.5,63.4,2.5,5.5,1.0,100,48,25
DP-0600,Long_2024,10.1016/j.chemosphere.2024.141584,Corncob,Agricultural,34.4,40.0,21.8,8.7,8.7,450,10,1.5,N2,287.0,0.2179,0.0819,0.136,3.0,53.5,3.7,0.51,33.6,0.83,0.471,7.2,None,0.0,0.0,157.6,100.2,59.2,71.9,1.21,5.5,1.0,50,6,40
DP-0601,Yuan_2021,10.1021/acs.est.1c01849,Cotton stalk,Agricultural,49.5,20.2,33.1,5.8,8.3,750,30,1.0,N2,432.6,0.2071,0.0635,0.1436,1.9,75.8,2.3,2.15,11.5,0.364,0.114,9.3,Base-treatment,0.0,1.87,63.6,69.0,32.6,44.4,3.73,5.0,10.0,50,4,50
DP-0602,Shen_2024,10.1016/j.jhazmat.2024.133442,Hickory wood,Woody,36.8,25.7,14.6,6.9,14.5,450,1,1.0,N2,218.0,0.2137,0.036,0.1777,3.9,59.2,3.0,1.15,22.2,0.608,0.281,8.1,Fe-loading,4.3,0.0,126.0,104.2,21.0,61.1,1.95,6.0,4.0,50,2,25
DP-0603,Shen_2024,10.1016/j.jhazmat.2024.133442,Cotton stalk,Agricultural,54.1,23.4,16.3,9.8,3.1,450,10,1.0,N2,283.8,0.2165,0.0558,0.1607,3.1,49.6,4.0,1.71,41.6,0.968,0.629,7.7,Acid-treatment,0.0,0.95,108.1,128.6,63.0,105.9,1.39,7.0,2.0,200,2,30
DP-0604,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Hickory wood,Woody,53.3,34.7,29.6,6.5,4.9,450,10,1.0,N2,235.8,0.1926,0.0786,0.114,3.3,55.4,4.4,1.59,33.7,0.953,0.456,9.1,None,0.0,0.0,156.0,110.6,28.5,61.4,1.0,6.0,1.0,50,2,50
DP-0605,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Walnut shell,Woody,39.1,20.7,27.4,6.6,12.4,650,5,2.0,N2,633.2,0.3592,0.1108,0.2484,2.3,72.9,1.9,0.89,11.9,0.313,0.122,9.7,None,0.0,0.0,103.3,83.4,28.7,48.4,3.5,6.5,2.0,200,12,50
DP-0606,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Rice husk,Agricultural,15.0,20.4,30.3,12.0,5.4,450,5,2.0,Ar,248.2,0.2084,0.0569,0.1515,3.4,65.0,4.8,1.12,23.7,0.886,0.273,8.2,N-doping,0.0,0.35,112.4,95.8,35.2,38.5,1.89,6.5,2.0,20,6,30
DP-0607,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Pine wood,Woody,52.4,30.2,19.0,9.8,0.5,300,10,3.0,N2,209.6,0.1291,0.045,0.0841,2.5,58.5,4.8,0.9,35.3,0.985,0.453,6.6,None,0.0,0.0,148.6,92.1,54.2,74.6,0.83,5.5,5.0,50,4,30
DP-0608,Shen_2024,10.1016/j.jhazmat.2024.133442,Peanut shell,Agricultural,39.4,19.9,38.5,16.0,6.8,500,10,1.5,Ar,311.6,0.2184,0.0591,0.1593,2.8,52.7,5.3,1.42,33.8,1.207,0.481,8.9,Acid-treatment,0.0,1.51,121.6,119.9,33.5,80.9,1.87,6.0,4.0,200,6,25
DP-0609,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Wheat straw,Agricultural,44.6,25.4,12.7,9.8,5.7,500,5,2.0,N2,274.2,0.1791,0.0577,0.1214,2.6,60.7,3.1,0.75,29.7,0.613,0.367,9.5,Fe-loading,3.5,0.0,147.0,113.2,33.8,77.3,2.05,6.5,1.0,50,6,35
DP-0610,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Corn stover,Agricultural,43.1,11.3,20.4,5.4,7.2,300,5,2.0,N2,190.9,0.1837,0.0698,0.1139,3.8,46.5,5.2,3.77,37.3,1.342,0.602,8.0,None,0.0,0.0,147.9,108.4,40.6,73.1,2.04,6.0,10.0,100,6,30
DP-0611,Sun_2022,10.1016/j.scitotenv.2022.154668,Rice husk,Agricultural,53.7,12.4,28.9,6.6,6.1,350,10,0.5,N2,165.5,0.1165,0.0365,0.08,2.8,36.0,5.2,0.39,45.0,1.733,0.938,6.0,None,0.0,0.0,150.0,95.4,55.0,67.7,0.71,6.5,10.0,100,24,25
DP-0612,Palansooriya_2022,10.1021/acs.est.1c08302,Rice husk,Agricultural,27.8,26.0,26.4,7.8,17.1,450,10,4.0,N2,191.4,0.1404,0.0428,0.0976,2.9,43.5,3.5,6.08,29.8,0.966,0.514,10.2,N-doping,0.0,1.16,150.5,103.1,31.5,74.0,1.73,5.5,2.0,10,12,30
DP-0613,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Neem leaves,Agricultural,28.4,20.0,15.4,2.0,8.7,450,15,2.0,N2,323.1,0.2364,0.0952,0.1412,2.9,56.2,2.9,3.27,28.9,0.619,0.386,8.1,None,0.0,0.0,102.8,79.8,30.4,55.6,2.96,5.0,1.0,100,2,35
DP-0614,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Coconut shell,Woody,21.4,29.0,20.3,10.5,9.1,650,1,2.0,N2,423.3,0.2392,0.1303,0.1089,2.3,61.0,3.4,0.69,25.8,0.669,0.317,8.6,None,0.0,0.0,116.7,105.2,56.8,54.2,2.7,6.5,5.0,20,6,25
DP-0615,Palansooriya_2022,10.1021/acs.est.1c08302,Pine wood,Woody,35.9,33.3,13.4,6.9,6.9,450,10,1.0,Ar,374.0,0.3085,0.0743,0.2342,3.3,56.6,4.4,2.77,29.3,0.933,0.388,7.9,Acid-treatment,0.0,1.54,97.7,94.1,38.4,64.1,2.97,9.0,10.0,200,24,25
DP-0616,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Neem leaves,Agricultural,28.7,36.2,12.3,10.2,7.4,700,5,2.0,Ar,463.7,0.3227,0.0973,0.2254,2.8,73.2,3.4,1.29,14.7,0.557,0.151,10.3,None,0.0,0.0,87.1,70.2,17.0,42.9,2.97,8.0,4.0,50,4,30
DP-0617,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Corn stover,Agricultural,48.4,22.6,20.3,6.2,6.6,400,1,0.5,N2,288.6,0.1969,0.0779,0.119,2.7,51.8,4.8,2.69,34.1,1.112,0.494,7.6,None,0.0,0.0,115.3,111.8,50.0,91.6,1.8,5.0,2.0,50,2,20
DP-0618,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Sawdust,Woody,49.2,30.7,8.7,8.9,8.7,400,5,4.0,CO2,262.7,0.1671,0.0275,0.1396,2.5,52.4,5.4,0.5,33.0,1.237,0.472,9.4,None,0.0,0.0,149.7,93.2,32.7,76.4,1.14,7.0,4.0,200,12,30
DP-0619,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Peanut shell,Agricultural,40.2,24.0,33.3,7.9,9.3,450,10,1.0,N2,243.9,0.1629,0.0288,0.1341,2.7,52.0,4.3,1.75,32.7,0.992,0.472,8.1,None,0.0,0.0,139.3,87.4,33.7,76.1,2.65,6.5,2.0,10,4,25
DP-0620,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Switchgrass,Agricultural,57.7,27.9,39.3,7.8,7.8,400,15,1.0,N2,220.9,0.2044,0.0602,0.1442,3.7,50.7,4.9,0.52,36.1,1.16,0.534,6.9,None,0.0,0.0,157.4,121.0,26.3,63.4,1.73,8.0,2.0,100,6,25
DP-0621,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Eucalyptus,Woody,52.8,11.9,29.7,4.7,12.3,400,1,1.0,N2,222.5,0.1179,0.0447,0.0732,2.1,53.2,5.3,0.67,28.5,1.195,0.402,8.1,None,0.0,0.0,112.5,98.9,37.3,80.1,1.24,8.0,0.5,50,4,30
DP-0622,Ma_2023,10.1016/j.seppur.2022.122521,Peanut shell,Agricultural,43.5,24.4,32.6,8.5,4.8,500,5,1.5,N2,213.7,0.2123,0.0543,0.158,4.0,64.0,4.8,0.45,26.0,0.9,0.305,8.2,Fe-loading,4.0,0.0,116.5,97.7,39.0,82.7,1.44,7.0,2.0,200,4,20
DP-0623,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Rice husk,Agricultural,39.6,29.9,23.2,5.8,9.4,600,10,1.0,N2,347.5,0.2328,0.1627,0.0701,2.7,46.5,5.0,0.81,38.3,1.29,0.618,9.1,None,0.0,0.0,155.6,100.3,54.9,94.2,3.24,5.0,0.5,500,12,25
DP-0624,Shen_2024,10.1016/j.jhazmat.2024.133442,Oak wood,Woody,46.3,14.0,9.0,6.6,15.2,650,15,1.0,N2,400.7,0.271,0.1963,0.0747,2.7,59.3,2.9,1.11,21.5,0.587,0.272,10.5,MgO,0.0,1.27,128.1,94.7,24.3,81.4,3.81,6.0,4.0,500,4,30
DP-0625,Long_2024,10.1016/j.chemosphere.2024.141584,Rice husk,Agricultural,37.2,20.6,27.1,11.1,6.0,550,5,1.5,N2,264.4,0.1517,0.0752,0.0765,2.3,57.8,4.3,1.02,30.9,0.893,0.401,8.3,Acid-treatment,0.0,0.88,131.5,98.6,41.5,69.1,2.67,8.0,4.0,100,6,35
DP-0626,Palansooriya_2022,10.1021/acs.est.1c08302,Miscanthus,Agricultural,29.0,38.0,15.2,10.7,11.6,400,3,2.0,N2,255.3,0.1422,0.0264,0.1158,2.2,57.5,4.0,0.25,26.6,0.835,0.347,9.1,None,0.0,0.0,102.9,94.0,20.6,54.5,0.72,8.0,2.0,50,4,50
DP-0627,Shen_2024,10.1016/j.jhazmat.2024.133442,Coffee grounds,Agricultural,48.5,18.2,26.0,10.6,2.6,350,10,1.5,N2,208.9,0.1785,0.0656,0.1129,3.4,54.6,5.6,0.67,36.5,1.231,0.501,8.5,Fe-loading,5.6,0.0,155.0,144.4,50.5,88.3,1.04,7.0,0.5,20,6,25
DP-0628,Ma_2023,10.1016/j.seppur.2022.122521,Soybean straw,Agricultural,43.3,19.1,17.9,9.1,7.9,550,10,2.0,N2,374.6,0.2521,0.078,0.1741,2.7,68.9,4.5,2.82,15.9,0.784,0.173,8.1,Fe-loading,7.4,0.0,129.8,116.5,29.7,87.9,2.8,7.0,4.0,50,24,20
DP-0629,Yuan_2021,10.1021/acs.est.1c01849,Sugarcane bagasse,Agricultural,27.7,20.0,16.4,10.5,3.6,500,10,2.0,CO2,218.8,0.1744,0.0315,0.1429,3.2,60.7,3.8,1.58,30.3,0.751,0.374,8.7,None,0.0,0.0,142.5,120.7,40.6,60.6,1.58,7.0,2.0,20,4,25
DP-0630,Long_2024,10.1016/j.chemosphere.2024.141584,Pine wood,Woody,48.6,27.7,18.4,7.7,2.1,400,20,0.5,N2,269.7,0.17,0.0412,0.1288,2.5,48.3,5.2,0.87,43.5,1.292,0.675,6.9,None,0.0,0.0,125.6,130.3,55.1,97.0,1.64,5.5,1.0,100,12,30
DP-0631,Long_2024,10.1016/j.chemosphere.2024.141584,Bamboo,Woody,18.8,28.6,10.4,5.1,0.5,500,15,2.0,N2,279.2,0.2265,0.0386,0.1879,3.2,58.1,4.1,0.77,36.5,0.847,0.471,7.5,None,0.0,0.0,144.2,122.0,44.2,82.6,1.4,4.0,2.0,100,6,35
DP-0632,Palansooriya_2022,10.1021/acs.est.1c08302,Rice husk,Agricultural,29.4,23.6,13.5,7.5,8.2,700,1,2.0,N2,457.8,0.3099,0.2293,0.0806,2.7,65.4,2.8,1.46,22.1,0.514,0.253,10.1,None,0.0,0.0,116.3,89.3,31.8,69.7,3.07,7.0,4.0,100,6,25
DP-0633,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Wheat straw,Agricultural,52.4,25.5,21.4,3.7,2.5,600,5,1.0,N2,384.6,0.2651,0.1829,0.0822,2.8,61.0,1.5,1.12,33.9,0.295,0.417,8.2,None,0.0,0.0,118.3,103.4,57.7,74.9,2.39,4.0,4.0,50,6,25
DP-0634,Palansooriya_2022,10.1021/acs.est.1c08302,Sugarcane bagasse,Agricultural,22.2,24.3,29.3,2.0,5.0,350,15,1.5,N2,177.5,0.1158,0.0494,0.0664,2.6,50.8,5.6,1.06,37.5,1.323,0.554,8.6,Fe-loading,12.8,0.0,198.1,174.7,52.7,130.6,0.41,8.0,10.0,50,6,50
DP-0635,Sun_2022,10.1016/j.scitotenv.2022.154668,Rice husk,Agricultural,34.2,12.1,27.1,8.9,8.8,350,15,1.0,N2,246.5,0.1949,0.0849,0.11,3.2,56.1,5.8,2.89,26.4,1.241,0.353,7.8,ZnO,0.0,0.69,105.1,92.3,31.4,67.4,2.17,6.5,4.0,50,2,35
DP-0636,Shen_2024,10.1016/j.jhazmat.2024.133442,Wheat straw,Agricultural,30.4,25.9,29.3,14.5,10.9,550,15,3.0,N2,277.9,0.26,0.1598,0.1002,3.7,58.6,3.7,0.28,26.5,0.758,0.339,8.9,None,0.0,0.0,112.7,100.2,22.8,67.1,2.63,7.0,5.0,50,6,35
DP-0637,Ma_2023,10.1016/j.seppur.2022.122521,Peanut shell,Agricultural,47.2,10.5,18.4,3.1,4.8,450,20,1.5,N2,257.8,0.1702,0.0314,0.1388,2.6,47.8,4.6,0.67,42.1,1.155,0.661,7.2,None,0.0,0.0,154.3,119.7,48.8,75.7,2.69,6.0,2.0,10,48,30
DP-0638,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Neem leaves,Agricultural,36.5,32.1,19.1,9.3,5.1,650,10,0.5,CO2,423.8,0.317,0.1242,0.1928,3.0,69.7,3.1,2.85,19.2,0.534,0.207,10.2,None,0.0,0.0,64.0,73.8,45.3,73.8,2.41,8.0,4.0,50,4,30
DP-0639,Long_2024,10.1016/j.chemosphere.2024.141584,Switchgrass,Agricultural,31.5,31.2,18.2,7.6,7.9,350,5,3.0,N2,198.5,0.115,0.0458,0.0692,2.3,53.7,5.1,2.92,30.4,1.14,0.425,8.3,Fe-loading,1.5,0.0,140.6,99.0,41.4,72.0,2.11,5.0,2.0,20,48,35
DP-0640,Yuan_2021,10.1021/acs.est.1c01849,Sawdust,Woody,25.4,38.7,42.8,6.7,0.5,700,10,1.0,N2,488.0,0.2868,0.1793,0.1075,2.4,67.5,3.2,0.32,28.5,0.569,0.317,10.0,None,0.0,0.0,126.0,96.1,51.6,80.8,3.38,5.0,1.0,20,4,30
DP-0641,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Corn stover,Agricultural,34.1,40.0,22.8,2.4,10.2,350,15,1.0,Ar,163.2,0.1166,0.0324,0.0842,2.9,57.0,5.7,0.79,26.3,1.2,0.346,8.7,Fe-loading,5.8,0.0,123.2,114.9,28.6,68.6,1.39,6.0,2.0,100,6,20
DP-0642,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Rice husk,Agricultural,31.5,28.4,21.5,2.5,13.6,500,5,1.0,N2,168.7,0.1388,0.0477,0.0911,3.3,42.3,4.2,1.94,38.0,1.191,0.674,8.5,None,0.0,0.0,139.4,85.0,63.0,91.6,1.21,5.0,1.0,10,4,25
DP-0643,Long_2024,10.1016/j.chemosphere.2024.141584,Poultry litter,Waste,34.7,23.6,34.0,10.3,6.9,800,10,1.5,N2,394.7,0.2325,0.1656,0.0669,2.4,67.8,1.3,0.64,23.4,0.23,0.259,11.0,None,0.0,0.0,119.5,98.7,34.8,25.6,3.54,6.5,1.0,500,12,25
DP-0644,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Palm kernel shell,Woody,35.3,23.8,25.2,8.0,1.3,300,5,3.0,Ar,247.9,0.2365,0.0737,0.1628,3.8,56.5,4.9,4.36,32.9,1.041,0.437,6.7,MnO2,0.0,1.82,128.0,94.7,40.4,71.5,2.73,6.0,2.0,50,6,40
DP-0645,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Rice husk,Agricultural,34.0,20.5,20.8,7.9,14.3,350,10,4.0,Ar,314.4,0.1908,0.0456,0.1452,2.4,49.7,5.3,0.33,30.4,1.28,0.459,8.6,Acid-treatment,0.0,0.69,136.3,90.1,51.7,66.2,0.35,6.0,5.0,50,4,35
DP-0646,Shen_2024,10.1016/j.jhazmat.2024.133442,Sewage sludge,Waste,38.5,19.1,8.1,10.7,10.3,400,15,2.0,N2,260.4,0.215,0.0655,0.1495,3.3,62.6,4.7,2.35,20.0,0.901,0.24,7.9,Acid-treatment,0.0,0.45,98.4,101.7,34.3,41.1,2.21,6.0,0.5,100,24,50
DP-0647,Shen_2024,10.1016/j.jhazmat.2024.133442,Walnut shell,Woody,65.0,21.8,21.4,7.5,7.5,400,10,0.5,N2,356.3,0.1763,0.0668,0.1095,2.0,59.9,4.7,3.19,24.7,0.942,0.309,6.6,MgO,0.0,0.5,101.7,79.7,25.6,68.0,2.66,6.0,1.0,50,6,20
DP-0648,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Walnut shell,Woody,39.0,25.2,11.6,7.4,7.1,350,15,1.0,N2,370.3,0.234,0.0548,0.1792,2.5,56.3,5.5,1.72,29.4,1.172,0.392,7.0,None,0.0,0.0,130.9,102.5,33.0,73.5,2.41,5.5,4.0,10,48,30
DP-0649,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Switchgrass,Agricultural,32.1,22.9,38.0,5.4,0.5,600,10,1.0,N2,400.4,0.3106,0.227,0.0836,3.1,65.6,4.5,1.0,28.4,0.823,0.325,10.2,Fe-loading,10.7,0.0,208.0,132.7,80.4,100.4,2.02,7.0,5.0,50,12,25
DP-0650,Long_2024,10.1016/j.chemosphere.2024.141584,Switchgrass,Agricultural,36.0,29.3,37.8,6.3,2.4,500,5,1.0,N2,384.0,0.2754,0.1057,0.1697,2.9,62.6,5.1,0.87,29.0,0.978,0.347,8.5,None,0.0,0.0,120.0,96.7,62.1,78.7,2.57,6.0,4.0,500,12,30
DP-0651,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Sewage sludge,Waste,65.0,15.5,25.9,12.5,4.5,450,10,1.5,N2,361.0,0.2279,0.0921,0.1358,2.5,62.7,6.4,0.58,25.8,1.225,0.309,8.7,Fe-loading,8.8,0.0,152.4,136.3,43.9,85.4,2.34,6.5,2.0,20,24,25
DP-0652,Ma_2023,10.1016/j.seppur.2022.122521,Peanut shell,Agricultural,31.2,17.6,20.8,10.4,2.6,500,5,2.0,N2,423.4,0.2881,0.1171,0.171,2.7,53.4,4.6,1.0,38.4,1.034,0.539,8.2,Acid-treatment,0.0,1.71,162.1,135.2,46.6,90.5,3.71,5.5,1.0,100,6,40
DP-0653,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Pine wood,Woody,32.4,13.2,24.5,9.1,9.7,400,10,1.5,N2,266.3,0.1692,0.0689,0.1003,2.5,47.8,4.9,2.44,35.2,1.23,0.552,9.4,None,0.0,0.0,134.8,125.7,40.1,77.3,2.61,5.0,5.0,100,24,25
DP-0654,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Cotton stalk,Agricultural,36.7,24.6,5.0,8.1,0.5,450,5,1.0,N2,215.4,0.1776,0.0538,0.1238,3.3,56.6,3.7,0.96,38.2,0.784,0.506,7.1,None,0.0,0.0,116.3,108.9,58.5,93.4,2.09,9.0,1.0,500,6,30
DP-0655,Yuan_2021,10.1021/acs.est.1c01849,Corn stover,Agricultural,26.8,27.0,19.3,5.4,2.5,500,20,2.0,N2,258.6,0.1788,0.0647,0.1141,2.8,49.0,3.0,1.3,44.2,0.735,0.677,8.3,None,0.0,0.0,163.3,125.6,58.1,94.5,2.32,8.0,1.0,200,2,35
DP-0656,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Corn stover,Agricultural,32.4,19.4,14.2,5.7,4.0,500,10,1.0,N2,323.0,0.2254,0.0382,0.1872,2.8,63.4,2.8,0.8,29.0,0.53,0.343,9.1,None,0.0,0.0,168.7,89.9,30.8,75.9,2.07,8.0,0.5,100,12,40
DP-0657,Shen_2024,10.1016/j.jhazmat.2024.133442,Walnut shell,Woody,39.5,20.3,33.0,6.0,6.2,500,3,1.5,N2,460.1,0.2915,0.1216,0.1699,2.5,51.6,4.3,0.99,36.9,1.0,0.536,8.8,None,0.0,0.0,143.5,141.9,51.7,102.0,3.11,4.0,0.5,100,6,25
DP-0658,Long_2024,10.1016/j.chemosphere.2024.141584,Hickory wood,Woody,26.4,26.1,40.3,10.0,6.6,350,20,2.0,N2,281.4,0.1388,0.0623,0.0765,2.0,54.5,4.4,4.42,30.1,0.969,0.414,6.0,None,0.0,0.0,139.8,114.7,35.7,67.9,2.81,6.5,5.0,50,2,35
DP-0659,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Switchgrass,Agricultural,49.1,30.2,32.8,4.9,2.6,750,5,1.0,N2,482.1,0.298,0.1101,0.1879,2.5,64.2,1.9,3.25,28.0,0.355,0.327,11.7,None,0.0,0.0,125.3,90.8,20.3,70.3,4.11,5.5,0.5,50,12,30
DP-0660,Shen_2024,10.1016/j.jhazmat.2024.133442,Peanut shell,Agricultural,38.5,40.0,18.4,9.2,15.2,800,30,3.0,N2,465.0,0.2411,0.1157,0.1254,2.1,61.3,0.9,2.39,20.2,0.176,0.247,8.9,None,0.0,0.0,97.2,79.7,33.9,45.8,3.47,9.0,2.0,100,24,40
DP-0661,Ma_2023,10.1016/j.seppur.2022.122521,Sewage sludge,Waste,61.4,18.7,17.0,8.2,7.9,650,20,3.0,N2,439.0,0.2852,0.1995,0.0857,2.6,62.1,1.1,0.44,28.5,0.213,0.344,8.9,None,0.0,0.0,115.1,51.2,58.0,70.3,2.6,6.0,5.0,10,48,30
DP-0662,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Corn stover,Agricultural,28.0,22.2,28.6,5.4,8.2,300,15,2.0,CO2,186.6,0.0987,0.0345,0.0642,2.1,61.2,5.0,2.36,23.2,0.98,0.284,7.2,Acid-treatment,0.0,1.98,78.6,105.7,33.4,65.4,2.0,8.0,4.0,50,4,25
DP-0663,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Palm kernel shell,Woody,24.8,26.7,21.4,9.3,16.8,550,5,2.0,N2,475.1,0.2379,0.1327,0.1052,2.0,62.8,4.2,0.82,15.4,0.803,0.184,9.1,None,0.0,0.0,90.9,58.6,11.6,45.9,3.09,4.0,1.0,100,2,25
DP-0664,Yuan_2021,10.1021/acs.est.1c01849,Sugarcane bagasse,Agricultural,50.3,14.6,35.8,9.1,9.4,650,5,1.0,N2,447.6,0.2439,0.1439,0.1,2.2,67.7,4.0,0.98,17.9,0.709,0.198,9.5,None,0.0,0.0,98.7,86.4,33.5,42.8,3.63,7.0,4.0,50,12,40
DP-0665,Shen_2024,10.1016/j.jhazmat.2024.133442,Rice husk,Agricultural,31.7,27.5,29.2,5.9,3.7,750,5,4.0,N2,500.5,0.2708,0.1111,0.1597,2.2,67.0,2.6,0.58,26.1,0.466,0.292,8.9,None,0.0,0.0,106.5,109.7,24.2,76.9,2.59,6.5,4.0,10,4,25
DP-0666,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Palm kernel shell,Woody,50.2,29.0,25.0,4.3,8.7,550,15,1.0,N2,476.7,0.2786,0.1332,0.1454,2.3,62.3,3.9,1.67,23.4,0.751,0.282,10.4,Acid-treatment,0.0,0.92,107.7,99.4,53.0,74.5,3.48,3.0,4.0,50,6,35
DP-0667,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Walnut shell,Woody,61.9,22.0,30.4,6.0,16.0,500,10,1.0,Ar,453.7,0.2825,0.0623,0.2202,2.5,60.5,3.4,2.99,17.1,0.674,0.212,7.1,N-doping,0.0,0.31,84.6,80.6,18.4,53.7,3.68,5.0,2.0,100,12,25
DP-0668,Palansooriya_2022,10.1021/acs.est.1c08302,Walnut shell,Woody,51.4,36.9,25.7,12.2,8.1,600,15,0.5,N2,382.9,0.2558,0.0835,0.1723,2.7,60.0,2.3,2.47,27.1,0.46,0.339,9.5,Fe-loading,1.5,0.0,125.6,140.6,38.7,87.5,2.24,4.0,5.0,200,48,40
DP-0669,Ma_2023,10.1016/j.seppur.2022.122521,Coffee grounds,Agricultural,26.9,31.2,35.5,17.4,14.9,550,10,4.0,Ar,293.1,0.1732,0.0633,0.1099,2.4,52.1,2.7,0.94,29.4,0.622,0.423,8.2,None,0.0,0.0,102.8,99.7,26.8,72.7,2.42,5.0,5.0,100,1,30
DP-0670,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Corn stover,Agricultural,17.8,33.4,5.0,7.5,12.7,600,20,1.0,CO2,307.6,0.1898,0.133,0.0568,2.5,52.6,2.2,1.17,31.3,0.502,0.446,9.0,None,0.0,0.0,102.9,109.9,45.7,69.1,3.0,8.0,0.5,100,12,50
DP-0671,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Peanut shell,Agricultural,46.4,40.0,19.6,6.9,8.1,600,10,0.5,N2,438.5,0.2712,0.0764,0.1948,2.5,53.0,2.9,0.78,35.2,0.657,0.498,9.7,N-doping,0.0,1.11,113.5,133.8,50.8,83.9,2.03,6.5,2.0,20,24,50
DP-0672,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Rice husk,Agricultural,48.8,35.1,5.0,5.5,6.5,500,5,2.0,CO2,329.6,0.2261,0.1008,0.1253,2.7,60.2,4.8,2.41,26.1,0.957,0.325,9.6,None,0.0,0.0,130.7,98.3,41.8,39.5,3.48,6.0,2.0,200,6,40
DP-0673,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Sugarcane bagasse,Agricultural,42.0,25.3,7.6,7.2,7.7,500,5,1.5,N2,348.7,0.1688,0.063,0.1058,1.9,53.3,3.5,0.9,34.6,0.788,0.487,9.1,Fe-loading,10.2,0.0,194.7,141.3,77.9,105.2,2.31,7.0,2.0,100,48,25
DP-0674,Yuan_2021,10.1021/acs.est.1c01849,Corn stover,Agricultural,35.6,33.8,5.0,2.3,6.0,400,10,3.0,N2,352.2,0.2508,0.0939,0.1569,2.8,63.0,5.5,1.74,23.8,1.048,0.283,8.6,None,0.0,0.0,94.2,66.8,18.7,53.5,2.55,7.0,0.5,20,12,20
